feature,mean_resp,mean_noresp,coef_per_sd,p
feature_011,3.3828797917652627,3.9516053720997397,-0.1549600382708929,7.429618098395795e-35
feature_006,58.233199242782774,60.308948685857324,-0.1085617140679366,1.1558570512949848e-19
feature_099,3.824538570752485,3.7956435929527292,0.05769082342873637,1.358694141508161e-06
feature_063,5.653943445338382,6.166439299123905,-0.0642480299454902,2.8171519059372104e-06
feature_092,19.073852342640798,20.401066236641956,-0.05598984841546353,1.8806249858472477e-05
feature_084,105.29455750118316,104.12731178396074,0.023340192184313623,0.04784339636919683
feature_033,1.9420373876005677,1.9807377009723695,-0.023350583025034566,0.05576422438877999
feature_031,1.0601668244202553,1.0563678155386542,0.02265178197691043,0.05702648226255735
feature_028,27.80380383341221,28.037173871185136,-0.020107415499830486,0.0948868606508633
feature_020,1.813937529578798,1.8025392317319726,0.018948596346371166,0.11227829570370786
feature_054,2.1782915286322764,2.2406813805718686,-0.01960448958276988,0.11553111499227027
feature_044,12.480726455276859,12.511586598632906,-0.017205421255296203,0.14939219177411667
feature_119,0.6664339801230478,0.6713983825936267,-0.015823771884950974,0.18821999673142908
feature_097,130.21202082347372,129.98955425050545,0.014789336965108629,0.215207099931235
feature_065,25.907369853289165,25.73370150187735,0.014150915754173042,0.23226831191360298
feature_003,249.1384287742546,249.97831423895255,-0.012063842823524663,0.3120372431056839
feature_055,223.07053951727403,223.9709588909213,-0.011182763020357624,0.35069827372485984
feature_123,4.197278750591576,4.202823240589198,-0.011033202842314427,0.35518251215322516
feature_094,139.94261713203974,139.97542601328584,-0.010916442551608521,0.36028523964433756
feature_086,95.96628017037388,95.98656975064985,-0.010220263128217026,0.39157548123642727
feature_103,15.025792711784193,14.978145759121979,0.009556982882452937,0.42311151581023243
feature_048,27.628314008518696,27.436611148551076,0.007848738086802394,0.5082081050042502
feature_082,26.027697586370092,25.98882978723404,0.007785389174466306,0.5140624868502268
feature_120,5.848858258400379,5.777800856840281,0.0074398517686222595,0.5241229066381874
feature_066,3.492419545669664,3.506893472609993,-0.0069399228461954066,0.5626922100892869
feature_056,1.001271888310459,1.0031758448060075,-0.006393093846179012,0.5921629181923816
feature_010,7.510257927117841,7.498423510156927,0.0047142765362206225,0.692776787110285
feature_078,68.03064363464269,67.98383074997594,0.00430526071892689,0.7182870183586691
feature_059,107.71774017983908,107.78863218446135,-0.0025875333412346694,0.8284411757035058
feature_101,4.494794131566493,4.491174063733513,0.0020262112724007777,0.8651588722874961
feature_062,1.9064753904401324,1.908611966881679,-0.001910066572293252,0.8729774629955569
feature_106,77.96131093232371,77.94276499470492,0.0015471171362457163,0.8968386860122166
feature_019,9.3960482725982,9.39664003080774,-0.0011806346747924529,0.9211846314076415
feature_037,13.017510648367251,13.01400789448349,0.0011754459355836982,0.921528081468324
feature_090,26.246254141031713,26.22136083565996,0.0007542231114757139,0.9495312350629376
feature_077,79.99455750118315,79.99997593145278,-0.0005437722697273898,0.9636527908176551
