feat,int_coef,lrt,p
feature_102,0.0864600480715268,4.717018476105295,0.029865484133148157
feature_104,-0.09208046796292516,3.707010074343998,0.05418437039455304
feature_098,-0.2033729987518052,3.5555707712628646,0.05934589470625795
feature_075,0.0876983817310782,2.938397429061297,0.08649651059256247
feature_095,0.062423966120203817,2.8921975760313217,0.08900943890267499
feature_076,-0.1067881065119944,2.692077139909088,0.10084827210532765
feature_032,-0.0737978248003972,2.6564149545592954,0.10313294829973818
feature_008,0.3612499652378536,2.617866859982314,0.10566640311110165
feature_040,0.0786271639143507,2.4091511961159995,0.12062775654850644
feature_115,-0.05623923273590419,2.3388919602439273,0.12617927713546828
feature_112,-0.10263172322580143,2.0973451048412244,0.14755515292597088
feature_035,-0.07952936714528527,2.088080133427866,0.14845252718355062
feature_074,0.09373260208811779,2.0709296463173814,0.15012998395275534
feature_116,0.26162914850888963,1.8942625468043843,0.16872193104295552
feature_007,0.04992875294175019,1.8521016216545831,0.1735391610399607
feature_060,-0.2424302366058513,1.68654764432722,0.19405669151934524
feature_068,-0.0756038470931435,1.5362233815540094,0.21518082378237602
feature_114,0.060410430884310036,1.4469761069922242,0.22901378214151524
feature_108,0.1616491337068472,1.3895454658777453,0.23848187454527991
feature_080,0.12008383933869034,1.3375741917188861,0.24746221781565214
feature_071,-0.06153484801350194,1.217572310801188,0.26983761367520664
feature_041,-0.09944523347380094,1.1235033922130242,0.28916533172494197
feature_038,0.0410271070398361,1.0499829037653399,0.30551102430994526
feature_006,0.04003707924015149,1.016545426689845,0.31333984748477894
feature_039,-0.036431445118394946,0.9921253711072495,0.3192234694723608
feature_110,0.03603971746246071,0.9380988099001115,0.3327672591727303
feature_052,0.24730599420994898,0.8972182035940932,0.3435287096943924
feature_079,0.051152779115235976,0.8608203392432188,0.3535092272864242
feature_088,-0.03587613586040311,0.8154326224903343,0.36651895303423965
feature_047,0.040477755602018876,0.7860762506898027,0.3752892244106627
feature_061,-0.07208619874917521,0.7218973770650337,0.3955222394939013
feature_002,-0.032459923068168785,0.7132513801916502,0.39836654100960645
feature_009,-0.09466835676305424,0.71269517372275,0.39855052892925225
feature_004,0.06401242489773408,0.6987680876191007,0.4031979444963032
feature_093,-0.030363363294267996,0.6882249672198668,0.40676879212565886
feature_049,0.0647546323802082,0.6880296082308632,0.40683539364470434
feature_072,0.11189689390997938,0.6870029742494808,0.407185654809353
feature_034,-0.04879818657247463,0.6489296513536829,0.4204956172073625
feature_030,-0.03543353298617608,0.6430973119277041,0.42259143613049543
feature_022,0.04902204884396287,0.6424100654403446,0.42283942268804275
feature_106,-0.0333198985034812,0.5829177348714438,0.44517092921479806
feature_073,-0.02827076937910448,0.5020601493451977,0.4785963064484493
feature_085,-0.03789658731160357,0.4640755927248392,0.49572537387769366
feature_087,-0.03033339730856768,0.43020684234943474,0.5118874713143362
feature_069,-0.02600375026457646,0.42236327270802576,0.5157601665639966
feature_105,0.024261029516361565,0.4174617918761214,0.5182062855805308
feature_083,0.027108506284241513,0.4157309415459167,0.519074944739959
feature_107,-0.03293681628174248,0.41107085685507627,0.5214264805692969
feature_120,0.05056670855313298,0.36832127317029517,0.5439207429915074
feature_113,-0.06624433245767494,0.36147301939490717,0.5476892942338252
feature_016,0.02128471300045226,0.3098131666702102,0.5777948563581753
feature_024,0.02020944065699148,0.27789745065092575,0.5980826250307665
feature_050,-0.08533717646191123,0.19009910888416925,0.6628341428639879
feature_046,0.03514548864244527,0.18249828003899893,0.6692349910653492
feature_091,0.020220853405317082,0.1824541202513501,0.6692726362754498
feature_001,0.02382526514261479,0.17951340788567904,0.6717917439733866
feature_067,-0.018742743844300976,0.17944897410052363,0.6718472117037446
feature_037,-0.015089261865868894,0.16861827098909998,0.681342724620131
feature_053,-0.01283164351887552,0.12135778857918922,0.7275664987459847
feature_027,0.015501159254777163,0.08986688450386282,0.7643464526388971
feature_111,0.014538377413833773,0.08270514098694548,0.7736644166346581
feature_089,0.010700626670902371,0.08237649873626651,0.7741023174854683
feature_017,-0.015545785804307405,0.07399538301251596,0.7856059308650234
feature_100,0.029771373802536447,0.05733313110249583,0.8107617975452156
feature_109,0.012982107424118653,0.05679919632530073,0.8116283969979805
feature_086,0.008610959657132867,0.05497114887839416,0.8146284504969583
feature_122,0.011340798488842771,0.052854064750135876,0.8181693837972874
feature_036,0.017595005749831007,0.04236995226528961,0.8369161856579682
feature_025,0.0078992757205472,0.039440441512851976,0.8425786443702951
feature_012,0.00695451369389834,0.03515297340345569,0.8512754739655544
feature_021,0.0072318784171247616,0.022505620640004054,0.8807498346945761
feature_058,-0.017922053948527545,0.019176461282768287,0.8898617858359389
feature_015,-0.004863377183888128,0.014176308126479853,0.9052244120048583
feature_117,-0.007782762764376339,0.013533520890632644,0.9073881083823941
feature_081,-0.010516239153531538,0.011770047989557497,0.9136071299233672
feature_029,-0.0014977166560990471,0.0015388041429105215,0.9687089336119554
